id,name,categories,latitude,longitude,state,college,distance_from_college,rating,acadamic_rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
eat-ann-arbor-charter-township,eat,"['catering', 'streetvendors', 'newamerican']",42.2585716,-83.7287216,MI,"500 S State St, Ann Arbor, MI 48109",2233.0183389426,4.5,53,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,No,Casual,Hipster,Average,No,Yes,No,No,,No,Yes,,2,
frita-batidos-ann-arbor,Frita Batidos,"['cuban', 'burgers']",42.280388736,-83.7494552135,MI,"500 S State St, Ann Arbor, MI 48109",813.6940604064,4,598,False,No,No,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,No,,No,Yes,No,2,
zingermans-delicatessen-ann-arbor-2,Zingerman's Delicatessen,"['delis', 'breakfast_brunch', 'sandwiches']",42.2844740042,-83.7452775307,MI,"500 S State St, Ann Arbor, MI 48109",972.2749502118,4,968,False,No,No,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,Yes,Casual,Casual,Loud,No,Yes,Free,No,,No,Yes,,2,
jerusalem-garden-ann-arbor,Jerusalem Garden,"['mideastern', 'mediterranean']",42.279186,-83.745895,MI,"500 S State St, Ann Arbor, MI 48109",529.3728983609,4,396,False,No,No,Yes,Yes,,Lunch,Street,Yes,No,Yes,No,Casual,Casual,Average,No,Yes,No,No,,Yes,Yes,,1,
aventura-ann-arbor,Aventura,"['tapas', 'spanish', 'bars']",42.28026,-83.746473,MI,"500 S State St, Ann Arbor, MI 48109",616.8209366402,4,190,False,Yes,No,No,Yes,,Dinner,Street,Yes,Yes,No,Yes,Casual,Trendy,Average,Full Bar,Yes,Free,No,No,Yes,No,,2,
mani-osteria-and-bar-ann-arbor,Mani Osteria & Bar,"['italian', 'pizza']",42.2794617,-83.744403,MI,"500 S State St, Ann Arbor, MI 48109",439.6294556651,4,348,False,Yes,No,Yes,Yes,,Dinner,Street,Yes,Yes,No,Yes,Casual,Trendy,Average,Full Bar,Yes,Free,Yes,No,Yes,Yes,,2,
jolly-pumpkin-cafe-and-brewery-ann-arbor-3,Jolly Pumpkin Cafe & Brewery,"['pubs', 'newamerican']",42.2788765571,-83.7485352159,MI,"500 S State St, Ann Arbor, MI 48109",662.9016019339,4,424,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Street,Yes,No,No,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,,Yes,No,,2,
monahans-seafood-market-ann-arbor,Monahan's Seafood Market,"['seafood', 'seafoodmarkets']",42.2843156755,-83.7459267676,MI,"500 S State St, Ann Arbor, MI 48109",949.2616465266,4.5,80,False,No,No,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,No,Casual,Casual,Loud,No,Yes,Free,No,No,Yes,Yes,,2,
neopapalis-ann-arbor,NeoPapalis,"['salad', 'pizza', 'sandwiches']",42.2775307,-83.7428818,MI,"500 S State St, Ann Arbor, MI 48109",193.7971634078,4,119,False,No,No,Yes,Yes,,"Lunch, Dinner",Street,Yes,,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,,No,Yes,,1,
the-lunch-room-ann-arbor-4,The Lunch Room,"['vegan', 'vegetarian', 'gluten_free']",42.28445792,-83.7464096625,MI,"500 S State St, Ann Arbor, MI 48109",1005.7426259522,4.5,97,False,No,No,Yes,Yes,,Lunch,"Garage, Street, Private Lot",Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,,No,No,Yes,Yes,,1,
pacific-rim-ann-arbor,Pacific Rim,['asianfusion'],42.279816,-83.749374,MI,"500 S State St, Ann Arbor, MI 48109",774.0182563893,4,262,False,Yes,No,No,Yes,,Dinner,Street,Yes,Yes,No,Yes,Casual,Romantic,Average,Full Bar,No,No,No,,Yes,No,,3,
isalita-ann-arbor,Isalita,['mexican'],42.2794618,-83.7444065,MI,"500 S State St, Ann Arbor, MI 48109",439.8052401722,4,211,False,Yes,No,Yes,Yes,,Dinner,Street,Yes,Yes,No,Yes,Casual,Trendy,Average,Full Bar,Yes,Free,Yes,No,Yes,Yes,,2,
babo-a-market-by-sava-ann-arbor-3,Babo: A Market By Sava,"['delis', 'coffee', 'grocery']",42.2804794,-83.7433929,MI,"500 S State St, Ann Arbor, MI 48109",520.3500408209,4.5,78,False,No,No,Yes,Yes,,Lunch,Street,Yes,,Yes,No,Casual,Hipster,Average,Beer & Wine Only,Yes,Free,No,,No,Yes,,2,
savas-ann-arbor,Sava's,['newamerican'],42.2795792,-83.7409668,MI,"500 S State St, Ann Arbor, MI 48109",383.4436876265,3.5,381,False,Yes,No,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2,
tomukun-korean-barbeque-ann-arbor,Tomukun Korean Barbeque,"['korean', 'bbq']",42.2795502,-83.7427918,MI,"500 S State St, Ann Arbor, MI 48109",387.9973557063,4,66,False,Yes,No,Yes,Yes,,Dinner,Street,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,,Yes,No,,2,
vinology-ann-arbor,Vinology,"['wine_bars', 'latin']",42.281052,-83.7486748,MI,"500 S State St, Ann Arbor, MI 48109",808.513958403,4,247,False,Yes,No,Yes,Yes,,Dinner,"Garage, Street",Yes,Yes,No,Yes,Dressy,Upscale,Average,Full Bar,Yes,Free,No,,Yes,No,,3,
rich-j-c-korean-restaurant-ann-arbor-2,Rich J C Korean Restaurant,['korean'],42.2751465,-83.73246,MI,"500 S State St, Ann Arbor, MI 48109",750.9720191527,4,83,False,No,No,Yes,Yes,,Dinner,Street,Yes,No,No,No,Casual,,Average,No,No,No,No,,Yes,No,,1,
the-chop-house-ann-arbor,The Chop House,['steak'],42.2787018,-83.7488251,MI,"500 S State St, Ann Arbor, MI 48109",686.2410954446,4,182,False,Yes,No,Yes,Yes,,Dinner,"Garage, Street",Yes,Yes,No,Yes,Dressy,Upscale,Average,Full Bar,No,No,No,,Yes,Yes,,4,
broadway-café-and-jumbo-steak-hoagie-ann-arbor-2,Broadway Café & Jumbo Steak Hoagie,"['korean', 'sandwiches']",42.2906036,-83.7367935,MI,"500 S State St, Ann Arbor, MI 48109",1643.7031440629,4.5,58,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Divey,Average,No,No,No,No,,Yes,No,,1,
ashleys-ann-arbor,Ashley's,"['pubs', 'tradamerican']",42.278088,-83.74115,MI,"500 S State St, Ann Arbor, MI 48109",206.0832703864,4,297,False,No,No,Yes,Yes,,"Dinner, Late Night",Street,Yes,Yes,No,Yes,Casual,Casual,Loud,Full Bar,Yes,Free,Yes,,Yes,No,,2,
café-zola-ann-arbor-2,Café Zola,"['turkish', 'breakfast_brunch']",42.2806282,-83.7488174,MI,"500 S State St, Ann Arbor, MI 48109",825.3431795472,4,430,False,Yes,No,Yes,Yes,,Brunch,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,No,,Yes,,,2,
sushi-town-ann-arbor,Sushi Town,['sushi'],42.269619,-83.7398605,MI,"500 S State St, Ann Arbor, MI 48109",745.2960497279,4,132,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,No,Yes,Yes,Yes,Casual,Casual,Quiet,No,Yes,No,Yes,,No,No,,1,
logan-restaurant-ann-arbor,Logan Restaurant,['newamerican'],42.280239,-83.749344,MI,"500 S State St, Ann Arbor, MI 48109",796.9648210392,4,168,False,Yes,No,Yes,Yes,,Dinner,Street,Yes,Yes,No,Yes,Dressy,Intimate,Average,Full Bar,Yes,No,No,,Yes,No,,3,
tomukun-noodle-bar-ann-arbor,Tomukun Noodle Bar,['asianfusion'],42.2795601,-83.7427826,MI,"500 S State St, Ann Arbor, MI 48109",387.9973557063,3.5,298,False,No,No,Yes,Yes,,"Lunch, Dinner",Street,Yes,Yes,No,Yes,Casual,Trendy,Average,Full Bar,No,Free,Yes,,Yes,No,,2,
taste-kitchen-ann-arbor,Taste Kitchen,"['desserts', 'diners', 'seafood']",42.2795716828,-83.7423401932,MI,"500 S State St, Ann Arbor, MI 48109",380.3034226547,4,37,False,Yes,No,Yes,Yes,No,"Lunch, Dinner","Garage, Street",Yes,Yes,Yes,Yes,Casual,Romantic,Average,Full Bar,No,Free,Yes,No,Yes,Yes,,2,
slurping-turtle-ann-arbor,Slurping Turtle,"['japanese', 'sushi']",42.2793574,-83.7420072,MI,"500 S State St, Ann Arbor, MI 48109",351.6230955402,3.5,172,False,Yes,Yes,Yes,Yes,,Dessert,"Garage, Street",Yes,Yes,Yes,Yes,Casual,Casual,Loud,Full Bar,No,Free,Yes,,Yes,Yes,,2,
anthonys-gourmet-pizza-ann-arbor-2,Anthony's Gourmet Pizza,['pizza'],42.2737015039,-83.7490300834,MI,"500 S State St, Ann Arbor, MI 48109",714.2054268802,4,55,False,No,Yes,Yes,Yes,,Dinner,Private Lot,,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,No,Yes,,2,
mezzevino-ann-arbor,Mezzevino,['mediterranean'],42.2794869495,-83.747577268,MI,"500 S State St, Ann Arbor, MI 48109",629.5982031742,3.5,51,False,Yes,No,No,Yes,,Dinner,Garage,Yes,,No,Yes,Casual,"Trendy, Classy",Average,Full Bar,No,No,Yes,,Yes,No,,2,
ginger-deli-ann-arbor,Ginger Deli,"['delis', 'sandwiches', 'asianfusion']",42.2792315483,-83.7439888716,MI,"500 S State St, Ann Arbor, MI 48109",411.0042308196,4,71,False,No,No,Yes,Yes,,Lunch,Street,Yes,,Yes,No,Casual,Casual,Average,No,Yes,No,No,,No,Yes,,1,
afternoon-delight-ann-arbor-2,Afternoon Delight,"['tradamerican', 'breakfast_brunch']",42.2796135,-83.7467957,MI,"500 S State St, Ann Arbor, MI 48109",558.333727598,4,183,False,No,No,Yes,Yes,,Brunch,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,,Yes,Yes,,2,
caseys-tavern-ann-arbor,Casey's Tavern,"['pubs', 'tradamerican']",42.287605,-83.744194,MI,"500 S State St, Ann Arbor, MI 48109",1315.321733485,4,154,False,No,No,Yes,Yes,,Dinner,Street,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,,Yes,No,,2,
rods-diner-ann-arbor,Rod's Diner,"['desserts', 'newamerican', 'korean']",42.2714882,-83.7408371,MI,"500 S State St, Ann Arbor, MI 48109",523.3318546907,4,58,False,No,No,Yes,Yes,,"Late Night, Dessert",Street,Yes,No,Yes,Yes,Casual,Casual,Quiet,No,No,No,Yes,,No,No,,1,
la-dolce-vita-ann-arbor,La Dolce Vita,['italian'],42.2787018,-83.7488251,MI,"500 S State St, Ann Arbor, MI 48109",686.2410954446,4,94,False,No,No,Yes,Yes,,Dessert,Street,Yes,Yes,No,Yes,Dressy,Classy,Average,Full Bar,No,No,No,,Yes,No,,2,
madras-masala-ann-arbor,Madras Masala,['indpak'],42.2784004,-83.7423477,MI,"500 S State St, Ann Arbor, MI 48109",253.2544209047,4,191,False,Yes,No,Yes,Yes,,Lunch,"Garage, Street",Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,Yes,,2,
the-west-end-grill-ann-arbor,The West End Grill,"['newamerican', 'tradamerican']",42.2798195,-83.749588,MI,"500 S State St, Ann Arbor, MI 48109",781.8858824606,4,53,False,Yes,No,No,Yes,,Dinner,Street,No,No,No,Yes,Dressy,Romantic,Average,Full Bar,No,No,No,,Yes,No,,3,
northside-grill-ann-arbor,Northside Grill,"['diners', 'breakfast_brunch']",42.289436,-83.739326,MI,"500 S State St, Ann Arbor, MI 48109",1476.7673032942,4,145,False,No,No,Yes,Yes,,Breakfast,Private Lot,Yes,No,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,No,Yes,No,,1,
el-manantial-ann-arbor,El Manantial,"['foodtrucks', 'mexican']",42.280346,-83.750313,MI,"500 S State St, Ann Arbor, MI 48109",870.2318460603,5,7,False,No,No,Yes,Yes,,Lunch,,Yes,,Yes,Yes,Casual,,Average,Beer & Wine Only,Yes,No,No,,No,Yes,,1,
grizzly-peak-brewing-company-ann-arbor,Grizzly Peak Brewing Company,"['newamerican', 'breweries']",42.2805438191,-83.7489067018,MI,"500 S State St, Ann Arbor, MI 48109",833.1093279344,3.5,307,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,,Yes,No,,2,
old-town-ann-arbor,Old Town,"['bars', 'tradamerican']",42.279827,-83.74968,MI,"500 S State St, Ann Arbor, MI 48109",795.7076393798,4,86,False,No,No,Yes,Yes,,"Dinner, Late Night",Street,Yes,No,No,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,,Yes,No,,2,
pita-kabob-grill-ann-arbor,Pita Kabob Grill,"['mideastern', 'mediterranean']",42.2778723389,-83.7416318804,MI,"500 S State St, Ann Arbor, MI 48109",178.6988273721,4,76,False,No,Yes,Yes,Yes,,Lunch,Street,Yes,No,Yes,No,Casual,Casual,Average,No,Yes,No,No,,Yes,Yes,,1,
maize-n-blue-deli-ann-arbor,Maize N Blue Deli,['delis'],42.2751999,-83.7321472,MI,"500 S State St, Ann Arbor, MI 48109",763.6622289673,4,87,False,No,Yes,Yes,Yes,,Lunch,Street,Yes,,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,,No,Yes,,2,
marks-carts-ann-arbor,Mark's Carts,"['streetvendors', 'foodstands']",42.2803841,-83.7503815,MI,"500 S State St, Ann Arbor, MI 48109",896.5098900861,4,57,False,No,No,Yes,Yes,,Lunch,Street,Yes,,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,,No,No,,1,
cardamom-ann-arbor,Cardamom,['indpak'],42.2982445,-83.7218704,MI,"500 S State St, Ann Arbor, MI 48109",2965.0462518969,4,164,False,No,No,Yes,Yes,,Dinner,Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,,Yes,Yes,,2,
suvai-palace-ann-arbor,Suvai Palace,['indpak'],42.2776718,-83.7443161,MI,"500 S State St, Ann Arbor, MI 48109",299.6776264654,4.5,29,False,Yes,,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,No,Yes,,No,,Yes,Yes,,2,
earthen-jar-ann-arbor,Earthen Jar,"['vegetarian', 'indpak']",42.2791061401,-83.7458572388,MI,"500 S State St, Ann Arbor, MI 48109",491.6183050759,4,131,False,No,No,Yes,Yes,,"Lunch, Dinner",Street,Yes,No,Yes,No,Casual,Casual,Average,No,Yes,No,No,,No,Yes,,1,
fleetwood-diner-ann-arbor,Fleetwood Diner,['diners'],42.279453,-83.750107,MI,"500 S State St, Ann Arbor, MI 48109",807.399251338,3.5,167,False,No,No,Yes,Yes,,Breakfast,Street,Yes,No,No,No,Casual,Divey,Average,No,Yes,No,No,,Yes,No,,1,
aut-bar-ann-arbor,Aut Bar,"['gaybars', 'breakfast_brunch', 'mexican']",42.2838563472,-83.7474355102,MI,"500 S State St, Ann Arbor, MI 48109",983.1880512259,4,100,False,Yes,No,Yes,Yes,,Brunch,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,No,,2,
kosmo-ann-arbor,Kosmo,"['diners', 'korean']",42.2843156755,-83.7459267676,MI,"500 S State St, Ann Arbor, MI 48109",949.2616465266,3.5,88,False,No,No,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,No,Casual,Casual,Average,No,No,,No,,No,No,,1,
belly-deli-ann-arbor,Belly Deli,"['korean', 'asianfusion', 'sandwiches']",42.2750398,-83.7328193,MI,"500 S State St, Ann Arbor, MI 48109",711.1783632492,4,58,False,No,No,Yes,Yes,,Lunch,Street,Yes,,Yes,Yes,Casual,Casual,Average,No,No,No,No,,No,Yes,,1,
mr-spots-ann-arbor,Mr. Spots,"['sandwiches', 'tradamerican']",42.2716217,-83.7407532,MI,"500 S State St, Ann Arbor, MI 48109",517.553821862,4,48,False,No,Yes,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,,Yes,,No,No,,1,
real-seafood-co-ann-arbor-2,Real Seafood Co,['seafood'],42.2784691,-83.7484818,MI,"500 S State St, Ann Arbor, MI 48109",619.007091092,3.5,182,False,Yes,No,Yes,Yes,,Dinner,"Garage, Street",Yes,Yes,No,Yes,Casual,Classy,Average,Full Bar,Yes,No,No,,Yes,Yes,,2,
salads-up-ann-arbor-2,Salads UP,"['salad', 'juicebars', 'icecream']",42.2794171166,-83.7414715423,MI,"500 S State St, Ann Arbor, MI 48109",353.8060210831,4,15,False,No,No,Yes,Yes,,Lunch,"Garage, Street",Yes,,Yes,Yes,Casual,Casual,Average,No,No,Free,No,No,No,Yes,,2,
mezes-greek-grill-ann-arbor,Mezes Greek Grill,['greek'],42.278915,-83.740021,MI,"500 S State St, Ann Arbor, MI 48109",316.083802442,4.5,24,False,No,Yes,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,Yes,,No,Yes,,1,
angelos-restaurant-ann-arbor,Angelo's Restaurant,"['newamerican', 'breakfast_brunch']",42.282887,-83.735397,MI,"500 S State St, Ann Arbor, MI 48109",899.0933373331,3.5,183,False,No,No,Yes,Yes,,Breakfast,"Street, Private Lot",Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,No,,Yes,No,,2,
gandy-dancer-restaurant-ann-arbor,Gandy Dancer Restaurant,"['seafood', 'breakfast_brunch']",42.287187,-83.741602,MI,"500 S State St, Ann Arbor, MI 48109",1217.7653181115,3.5,179,False,Yes,No,No,Yes,,Dinner,Valet,Yes,Yes,Yes,Yes,Dressy,Classy,Average,Full Bar,Yes,Free,No,,Yes,No,,3,
blue-tractor-bbq-and-brewery-ann-arbor,Blue Tractor BBQ & Brewery,"['bbq', 'breweries']",42.2805519,-83.7469559,MI,"500 S State St, Ann Arbor, MI 48109",676.6999320364,3.5,270,False,Yes,No,Yes,Yes,,Dinner,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,,Yes,No,,2,
what-crepe-ann-arbor,What Crepe?,"['newamerican', 'creperies']",42.2795192,-83.7463317,MI,"500 S State St, Ann Arbor, MI 48109",551.2052695838,3.5,120,False,Yes,No,Yes,Yes,,Brunch,Street,Yes,Yes,Yes,Yes,Casual,Trendy,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2,
lena-ann-arbor,Lena,['latin'],42.279745,-83.7489779,MI,"500 S State St, Ann Arbor, MI 48109",741.6584555721,3,183,False,Yes,No,Yes,Yes,,Dinner,Street,Yes,Yes,No,Yes,Casual,Trendy,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2,
prickly-pear-southwest-cafe-ann-arbor,Prickly Pear Southwest Cafe,"['tex-mex', 'mexican']",42.2786217,-83.7490311,MI,"500 S State St, Ann Arbor, MI 48109",669.947380433,3.5,154,False,No,No,Yes,Yes,,Dinner,Street,Yes,Yes,Yes,No,Casual,Casual,Average,Full Bar,Yes,No,No,,Yes,No,,2,
the-ravens-club-ann-arbor,The Ravens Club,"['tradamerican', 'lounges']",42.2801742554,-83.7481918335,MI,"500 S State St, Ann Arbor, MI 48109",715.5751866202,3.5,154,False,Yes,No,Yes,Yes,,"Dinner, Late Night","Garage, Street",Yes,Yes,No,Yes,Casual,Trendy,Average,Full Bar,Yes,Free,Yes,No,Yes,Yes,,2,
gratzi-ann-arbor,Gratzi,['italian'],42.278688401,-83.7487122416,MI,"500 S State St, Ann Arbor, MI 48109",663.6726147406,3.5,174,False,Yes,No,Yes,Yes,,Dinner,"Garage, Street",Yes,Yes,No,Yes,Dressy,Classy,Average,Full Bar,Yes,No,No,,Yes,No,,3,
grange-kitchen-and-bar-ann-arbor,Grange Kitchen & Bar,['newamerican'],42.2798194885,-83.7495193481,MI,"500 S State St, Ann Arbor, MI 48109",784.1348588419,3.5,192,False,Yes,No,No,Yes,,Dinner,Street,Yes,No,No,Yes,Casual,Intimate,Average,Full Bar,No,No,No,,Yes,Yes,,3,
the-black-pearl-ann-arbor,The Black Pearl,"['seafood', 'lounges']",42.279335,-83.7487946,MI,"500 S State St, Ann Arbor, MI 48109",707.6201925587,3.5,141,False,Yes,No,Yes,Yes,,Dinner,Street,Yes,Yes,No,Yes,Casual,Hipster,Average,Full Bar,Yes,No,Yes,,Yes,No,,2,
pilars-tamales-ann-arbor,Pilar's Tamales,['latin'],42.2738778591,-83.7777672708,MI,"500 S State St, Ann Arbor, MI 48109",3001.333302981,4.5,82,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,No,Casual,Casual,Quiet,No,No,Free,No,,No,Yes,,1,
totoro-ann-arbor,Totoro,"['sushi', 'japanese']",42.2796584494,-83.7407970428,MI,"500 S State St, Ann Arbor, MI 48109",382.7287996674,3.5,123,False,Yes,No,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,Yes,No,Yes,No,,2,
jefferson-market-ann-arbor,Jefferson Market,"['bakeries', 'breakfast_brunch']",42.275749,-83.755317,MI,"500 S State St, Ann Arbor, MI 48109",1154.7990449631,4,26,False,Yes,No,Yes,Yes,,Brunch,Street,Yes,No,Yes,No,Casual,,Average,No,Yes,Free,No,No,Yes,Yes,,2,
get-some-burritos-ann-arbor,Get Some Burritos,"['mexican', 'hotdogs']",42.2707745,-83.7401893,MI,"500 S State St, Ann Arbor, MI 48109",614.4201234568,4,18,False,No,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Casual,Casual,Quiet,No,No,,No,,No,,No,1,
pizza-house-ann-arbor,Pizza House,"['pizza', 'italian']",42.2743456,-83.7347695,MI,"500 S State St, Ann Arbor, MI 48109",577.8046053633,3.5,239,False,Yes,Yes,Yes,Yes,No,"Dinner, Late Night","Garage, Street, Validated",Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,No,Yes,Yes,,2,
zingermans-roadhouse-ann-arbor,Zingerman's Roadhouse,"['newamerican', 'bagels', 'delis']",42.2800043562,-83.7809927322,MI,"500 S State St, Ann Arbor, MI 48109",3291.5041137721,4,603,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,No,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,No,,Yes,Yes,,2,
seoul-street-ann-arbor,Seoul Street,['korean'],42.2985423903,-83.7199467159,MI,"500 S State St, Ann Arbor, MI 48109",3039.6819309154,4,187,False,No,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,No,Casual,Casual,Average,No,Yes,No,No,,No,No,,1,
btb-burrito-ann-arbor-3,BTB Burrito,['mexican'],42.2715492,-83.7408371,MI,"500 S State St, Ann Arbor, MI 48109",519.4095168907,3.5,145,False,No,No,Yes,Yes,,Late Night,Street,Yes,Yes,No,No,Casual,Divey,Average,No,Yes,Free,Yes,,No,No,,1,
knights-downtown-ann-arbor-steakhouse-ann-arbor,Knight's Downtown Ann Arbor Steakhouse,['steak'],42.2793574,-83.7420095,MI,"500 S State St, Ann Arbor, MI 48109",351.654000224,3.5,65,False,Yes,No,Yes,Yes,,Dinner,Garage,Yes,,Yes,Yes,Casual,Classy,Average,Full Bar,No,Free,Yes,,Yes,Yes,,2,
