id,name,categories,latitude,longitude,state,college,distance_from_college,rating,acadamic_rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
bravo-cucina-italiana-ann-arbor,Bravo! Cucina Italiana,['italian'],42.2382317,-83.7438736,MI,"500 S State St, Ann Arbor, MI 48109",3754.9087549401,3.5,23,False,Yes,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,,No,,No,,Yes,,,2,
brazamerica-ann-arbor,Brazamerica,"['grocery', 'restaurants', 'ethnicmarkets']",42.273722291,-83.7490233779,MI,"500 S State St, Ann Arbor, MI 48109",693.3599346121,3,2,False,,,,Yes,,,,,,,,,,,,,,,,,,,3,
saica-ann-arbor,Saica,"['japanese', 'sushi', 'korean']",42.2987696929,-83.7215693731,MI,"500 S State St, Ann Arbor, MI 48109",2985.6896322092,3.5,45,False,No,Yes,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,No,,Yes,,,2,
paradise-asian-cuisine-ann-arbor,Paradise Asian Cuisine,"['chinese', 'vietnamese', 'thai']",42.2451172,-83.7581329,MI,"500 S State St, Ann Arbor, MI 48109",3776.099558876,3.5,55,False,Yes,Yes,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,,Quiet,Full Bar,No,No,No,,Yes,Yes,,2,
burrito-joint-ann-arbor-3,Burrito Joint,"['food', 'mexican', 'pizza']",42.2657586,-83.7352861,MI,"500 S State St, Ann Arbor, MI 48109",1266.2498554172,2,21,False,No,Yes,Yes,Yes,,"Lunch, Dinner, Late Night",Private Lot,,Yes,Yes,No,Casual,Casual,Quiet,No,Yes,Free,No,,No,Yes,,1,
panera-bread-ann-arbor-2,Panera Bread,"['sandwiches', 'salad', 'soup']",42.298431,-83.719734,MI,"500 S State St, Ann Arbor, MI 48109",3039.7684771863,3.5,10,False,No,No,Yes,Yes,,"Breakfast, Brunch",,Yes,,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,,Yes,Yes,,1,
sushi-ann-arbor,Sushi,['sushi'],42.2789116,-83.7400131,MI,"500 S State St, Ann Arbor, MI 48109",295.8747617706,2.5,62,False,No,No,Yes,Yes,,"Lunch, Dinner",Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,,Yes,,Yes,Yes,,2,
tianchu-restaurant-ann-arbor,Tianchu Restaurant,"['korean', 'chinese']",42.2779694,-83.7411575,MI,"500 S State St, Ann Arbor, MI 48109",191.1688131767,2,79,False,No,No,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,No,Casual,Casual,Average,No,No,No,No,,Yes,No,,2,
lucky-kitchen-ann-arbor-2,Lucky Kitchen,['chinese'],42.27457,-83.735519,MI,"500 S State St, Ann Arbor, MI 48109",510.9436262191,2,21,False,No,Yes,Yes,Yes,,Lunch,,,,No,No,Casual,Divey,Quiet,No,Yes,No,No,,No,,,1,
panera-bread-ann-arbor-4,Panera Bread,"['sandwiches', 'salad', 'soup']",42.2788086,-83.7397995,MI,"500 S State St, Ann Arbor, MI 48109",313.0069530385,2.5,24,False,No,No,Yes,Yes,,Breakfast,,Yes,,Yes,Yes,Casual,,Loud,No,No,Free,No,,No,Yes,,1,
lotus-thai-ann-arbor,Lotus Thai,['thai'],42.2459846493,-83.7690876771,MI,"500 S State St, Ann Arbor, MI 48109",4067.1416706671,3,67,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Street,No,Yes,No,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,No,,Yes,Yes,,2,
everyday-lunch-ann-arbor-2,Everyday Lunch,['newamerican'],42.2843156755,-83.7459267676,MI,"500 S State St, Ann Arbor, MI 48109",866.9946629836,5,1,False,,,,,,,,,,,,,,,,,,,,,,,,
noodles-and-company-ann-arbor-3,Noodles & Company,"['italian', 'comfortfood', 'asianfusion']",42.2748182,-83.7776039,MI,"500 S State St, Ann Arbor, MI 48109",2990.230112131,3,10,False,No,No,Yes,Yes,,,,No,No,Yes,Yes,Casual,,,No,No,Free,No,,,No,,1,
jimmy-johns-ann-arbor-2,Jimmy John's,['sandwiches'],42.2824707,-83.73703,MI,"500 S State St, Ann Arbor, MI 48109",792.5741946604,3,9,False,No,Yes,Yes,Yes,,,,,,Yes,Yes,Casual,,,No,No,No,No,,No,Yes,,1,
olive-garden-italian-restaurant-ann-arbor-2,Olive Garden Italian Restaurant,['italian'],42.2441063,-83.7407379,MI,"500 S State St, Ann Arbor, MI 48109",3529.4917276229,3.5,52,False,Yes,No,Yes,Yes,,Lunch,Private Lot,Yes,No,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,No,,Yes,Yes,,2,
cloverleaf-restaurant-ann-arbor,Cloverleaf Restaurant,['diners'],42.279747,-83.747101,MI,"500 S State St, Ann Arbor, MI 48109",615.9639711455,3,28,False,No,No,Yes,Yes,,,Street,Yes,Yes,Yes,No,Casual,,,No,Yes,,No,,Yes,,,1,
banditos-ann-arbor,Bandito's,['mexican'],42.2798119,-83.7476044,MI,"500 S State St, Ann Arbor, MI 48109",638.3373016605,3.5,92,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,No,,Yes,No,,2,
potbelly-sandwich-shop-ann-arbor-5,Potbelly Sandwich Shop,['sandwiches'],42.2467212,-83.7591187,MI,"500 S State St, Ann Arbor, MI 48109",3594.3946687261,4,7,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,No,Yes,,No,,No,Yes,,1,
the-old-siam-ann-arbor,The Old Siam,"['thai', 'chinese']",42.2788725881,-83.7829399109,MI,"500 S State St, Ann Arbor, MI 48109",3437.4842527763,3,45,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,No,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,No,,Yes,,,2,
om-market-ann-arbor,OM Market,"['indpak', 'markets', 'ethnicmarkets']",42.3025902361,-83.7063105404,MI,"500 S State St, Ann Arbor, MI 48109",4129.9857226688,4.5,10,False,,,No,Yes,,,,,,Yes,,,,,,No,,,,,,,,
chicago-reds-windy-city-hot-dogs-ann-arbor,Chicago Red's Windy City Hot Dogs,['hotdog'],42.2788696,-83.7411575,MI,"500 S State St, Ann Arbor, MI 48109",305.1134776928,3,11,False,No,No,Yes,Yes,,"Dinner, Late Night",Street,,Yes,Yes,Yes,Casual,,Average,No,Yes,Free,No,No,No,,,1,
espresso-royale-ann-arbor-5,Espresso Royale,"['restaurants', 'coffee']",42.278511,-83.7411499,MI,"500 S State St, Ann Arbor, MI 48109",269.6512275714,3,57,False,No,No,Yes,Yes,,Breakfast,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,,No,No,,1,
toarminas-pizza-ann-arbor-2,Toarmina's Pizza,"['pizza', 'mexican']",42.2657318,-83.7354431,MI,"500 S State St, Ann Arbor, MI 48109",1267.8857439937,3,8,False,No,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,No,Yes,Free,Yes,,No,Yes,,1,
china-gate-restaurant-ann-arbor,China Gate Restaurant,['chinese'],42.275192,-83.734306,MI,"500 S State St, Ann Arbor, MI 48109",577.1312292385,3,82,False,No,No,Yes,Yes,,"Lunch, Dinner",Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,No,,2,
sweetwaters-coffee-and-tea-ann-arbor-4,Sweetwaters Coffee & Tea,"['coffee', 'breakfast_brunch']",42.279356,-83.741961,MI,"500 S State St, Ann Arbor, MI 48109",350.8694914462,3,13,False,No,No,Yes,Yes,,Breakfast,Garage,Yes,,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,,No,No,,1,
lucky-kitchen-ann-arbor,Lucky Kitchen,['chinese'],42.2984025342,-83.7211920868,MI,"500 S State St, Ann Arbor, MI 48109",2968.7045744466,2.5,22,False,No,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,No,Casual,Divey,Quiet,No,Yes,No,No,,No,Yes,,1,
chimney-cake-cafe-briarwood-mall-ann-arbor-6,Chimney Cake Cafe - Briarwood Mall,"['desserts', 'cafes', 'falafel']",42.2421936,-83.7435961,MI,"500 S State St, Ann Arbor, MI 48109",3790.1800370406,4.5,6,False,Yes,Yes,Yes,Yes,,,Private Lot,Yes,Yes,Yes,No,Casual,,Quiet,No,Yes,Free,Yes,No,No,Yes,,1,
evergreen-restaurant-ann-arbor,Evergreen Restaurant,['chinese'],42.302608341,-83.7054991722,MI,"500 S State St, Ann Arbor, MI 48109",4136.5221028004,3.5,60,False,Yes,Yes,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,Yes,,2,
university-of-michigan-health-system-cafe-ann-arbor,University of Michigan Health System Cafe,"['cafes', 'food_court']",42.2848388285,-83.7294262395,MI,"500 S State St, Ann Arbor, MI 48109",1367.704636851,4,1,False,,,,,,,,,,,,,,,,,,,,,,,,
red-robin-gourmet-burgers-ann-arbor,Red Robin Gourmet Burgers,"['burgers', 'tradamerican']",42.241581,-83.7399902,MI,"500 S State St, Ann Arbor, MI 48109",3855.1626711556,3.5,34,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,No,No,2,
qdoba-mexican-grill-ann-arbor-3,Qdoba Mexican Grill,['mexican'],42.2979982942,-83.7201225758,MI,"500 S State St, Ann Arbor, MI 48109",3027.5280216785,3,11,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,No,No,Free,No,,No,Yes,,1,
mediterranean-hommus-express-ann-arbor,Mediterranean Hommus Express,['mediterranean'],42.2795143,-83.742569,MI,"500 S State St, Ann Arbor, MI 48109",368.1873217391,3.5,17,False,No,Yes,Yes,Yes,,Lunch,,,,Yes,Yes,Casual,Casual,Quiet,No,No,No,,,No,,,1,
dominos-pizza-ann-arbor-2,Domino's Pizza,['pizza'],42.252009809,-83.7497623265,MI,"500 S State St, Ann Arbor, MI 48109",2645.9128696236,3,12,False,No,Yes,Yes,Yes,,,Private Lot,,Yes,Yes,,Casual,,,,,,,,No,,,1,
barry-bagels-ann-arbor,Barry Bagels,"['delis', 'bagels']",42.280567959,-83.7806841731,MI,"500 S State St, Ann Arbor, MI 48109",3382.2323516747,4,56,False,No,No,Yes,Yes,,"Breakfast, Brunch",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,No,,No,Yes,,1,
china-king-ann-arbor,China King,['chinese'],42.284286499,-83.8063049316,MI,"500 S State St, Ann Arbor, MI 48109",5421.430684319,4,23,False,No,Yes,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Casual,Quiet,No,No,No,Yes,,Yes,No,,1,
max-and-ermas-ann-arbor-9,Max & Erma's,"['tradamerican', 'burgers']",42.2441063,-83.7407379,MI,"500 S State St, Ann Arbor, MI 48109",3532.635060778,3,29,False,Yes,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,,Very Loud,Full Bar,Yes,Free,Yes,,Yes,,No,2,
grahams-restaurant-ann-arbor,Graham's Restaurant,"['catering', 'tradamerican', 'breakfast_brunch']",42.2385216,-83.7415085,MI,"500 S State St, Ann Arbor, MI 48109",4202.1213978215,3.5,15,False,Yes,No,No,Yes,,,Private Lot,Yes,,Yes,Yes,Casual,Casual,Quiet,Full Bar,Yes,No,No,,Yes,No,,2,
joes-crab-shack-ann-arbor-2,Joe's Crab Shack,"['seafood', 'tradamerican']",42.2412796,-83.7639313,MI,"500 S State St, Ann Arbor, MI 48109",4375.3596692238,3,50,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,,Yes,No,,2,
tasty-green-cafe-ann-arbor,Tasty Green Cafe,['cafes'],42.2814827,-83.7458572,MI,"500 S State St, Ann Arbor, MI 48109",668.0553329934,3,2,False,,,Yes,,,,,,,,,Casual,,Quiet,,,,,,,,,,
buffalo-wild-wings-ann-arbor-3,Buffalo Wild Wings,"['sportsbars', 'chicken_wings', 'tradamerican']",42.241978,-83.735909,MI,"500 S State St, Ann Arbor, MI 48109",3832.0534513883,3,20,False,No,No,Yes,Yes,,Brunch,,No,,Yes,Yes,Casual,,Average,Full Bar,Yes,Free,Yes,,Yes,,,2,
olgas-kitchen-ann-arbor,Olga's Kitchen,"['sandwiches', 'salad']",42.2410337555,-83.7452357644,MI,"500 S State St, Ann Arbor, MI 48109",3927.7857351869,3,36,False,No,No,Yes,Yes,,Lunch,Private Lot,No,No,Yes,No,Casual,Casual,Average,No,No,No,No,,Yes,Yes,,1,
paesano-restaurant-and-wine-bar-ann-arbor,Paesano Restaurant & Wine Bar,"['italian', 'wine_bars']",42.256294,-83.691345,MI,"500 S State St, Ann Arbor, MI 48109",4671.5867187518,3.5,110,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Romantic,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2,
godaiko-japanese-restaurant-ann-arbor,Godaiko Japanese Restaurant,"['japanese', 'sushi']",42.2409515,-83.770874,MI,"500 S State St, Ann Arbor, MI 48109",4474.763433669,3,70,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,No,,2,
carsons-american-bistro-ann-arbor,Carson's American Bistro,['newamerican'],42.3047981,-83.6958466,MI,"500 S State St, Ann Arbor, MI 48109",4897.3505931316,3.5,73,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,,Yes,No,,2,
qdoba-mexican-grill-ann-arbor-2,Qdoba Mexican Grill,"['mexican', 'hotdogs']",42.2521110624,-83.7497817725,MI,"500 S State St, Ann Arbor, MI 48109",2638.043939937,3,12,False,No,No,Yes,Yes,,Lunch,,Yes,,Yes,Yes,Casual,,Average,No,Yes,Free,No,,No,Yes,No,1,
jimmy-johns-ann-arbor-5,Jimmy John's,['sandwiches'],42.3035108466,-83.7092324257,MI,"500 S State St, Ann Arbor, MI 48109",4019.8614680517,3.5,10,False,No,Yes,Yes,Yes,,,,,,Yes,Yes,Casual,,,,Yes,,No,,,,,1,
kirkland-and-ellis-café-ann-arbor,Kirkland & Ellis Café,"['cafes', 'coffee']",42.2743444,-83.7394024,MI,"500 S State St, Ann Arbor, MI 48109",262.5875336363,2.5,4,False,No,No,No,Yes,,,,Yes,,Yes,No,Casual,,Loud,No,No,Free,Yes,,No,,,1,
carlyle-grill-ann-arbor,Carlyle Grill,['tradamerican'],42.285675,-83.803413,MI,"500 S State St, Ann Arbor, MI 48109",5240.3643879594,3.5,87,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,,Yes,Free,Yes,,Yes,Yes,,2,
los-amigos-restaurant-and-cantina-ann-arbor,Los Amigos Restaurant & Cantina,"['ethnicmarkets', 'mexican']",42.239958,-83.740742,MI,"500 S State St, Ann Arbor, MI 48109",4034.3674491566,3,40,False,Yes,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,,Yes,Yes,,2,
stadium-deli-and-wine-shop-ann-arbor,Stadium Deli & Wine Shop,"['delis', 'sandwiches']",42.258057,-83.737999,MI,"500 S State St, Ann Arbor, MI 48109",2338.3180120939,4,2,False,No,No,Yes,Yes,,,,Yes,,No,No,Casual,,Quiet,Full Bar,No,Free,No,,No,No,,1,
chans-garden-ann-arbor,Chan's Garden,['chinese'],42.273697,-83.777702,MI,"500 S State St, Ann Arbor, MI 48109",3016.9799537226,3.5,29,False,No,Yes,Yes,Yes,,Lunch,,Yes,,No,No,Casual,,Average,No,No,,Yes,,No,,,1,
cottage-inn-pizza-ann-arbor-4,Cottage Inn Pizza,['pizza'],42.2906342,-83.7367325,MI,"500 S State St, Ann Arbor, MI 48109",1648.6127510355,2,9,False,No,Yes,Yes,Yes,,,,,,No,Yes,Casual,,,,,,,,,,,2,
babo-real-food-fast-ann-arbor-2,Babo: Real Food Fast,['hotdogs'],42.2784121335,-83.7407252938,MI,"500 S State St, Ann Arbor, MI 48109",235.4122032809,5,1,False,No,,Yes,Yes,,,,,,Yes,No,,,,,,,,,,,,2,
the-village-pub-ann-arbor,The Village Pub,['tradamerican'],42.2553596893,-83.6911547184,MI,"500 S State St, Ann Arbor, MI 48109",4735.3081749146,3.5,26,False,No,No,Yes,Yes,,Dinner,Private Lot,No,,No,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,No,,1,
romanos-macaroni-grill-ann-arbor,Romano's Macaroni Grill,['italian'],42.2428284,-83.7404099,MI,"500 S State St, Ann Arbor, MI 48109",3594.2022423289,2.5,62,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,No,,Yes,Yes,,2,
california-pizza-kitchen-ann-arbor,California Pizza Kitchen,"['pizza', 'tradamerican']",42.2380104,-83.7446136,MI,"500 S State St, Ann Arbor, MI 48109",3798.0627389486,3.5,41,False,Yes,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,Yes,,2,
jimmy-johns-ann-arbor-3,Jimmy John's,['sandwiches'],42.2750546783,-83.7343986332,MI,"500 S State St, Ann Arbor, MI 48109",595.4179507537,3,6,False,,Yes,Yes,Yes,,,,,,,,,,,,,,No,,,,,1,
zamaan-cafe-ann-arbor,Zamaan Cafe,"['mideastern', 'halal']",42.3053017,-83.69133,MI,"500 S State St, Ann Arbor, MI 48109",5186.949558438,3.5,52,False,No,Yes,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Casual,Quiet,No,No,No,No,,Yes,,,2,
panda-house-ann-arbor,Panda House,['chinese'],42.2841784501,-83.7833033502,MI,"500 S State St, Ann Arbor, MI 48109",3565.7861865312,3,27,False,Yes,Yes,Yes,Yes,,Dinner,Private Lot,Yes,,Yes,Yes,Casual,,Quiet,No,No,No,No,No,Yes,Yes,,1,
panda-chinese-and-korean-foods-ann-arbor,Panda Chinese & Korean Foods,"['chinese', 'korean']",42.2450307012,-83.6996868253,MI,"500 S State St, Ann Arbor, MI 48109",4863.0937015656,3.5,30,False,No,No,Yes,Yes,,Lunch,Private Lot,,Yes,Yes,No,Casual,,Average,No,No,No,No,,Yes,Yes,,2,
kabob-palace-ann-arbor,Kabob Palace,['indpak'],42.2777704149,-83.7428811193,MI,"500 S State St, Ann Arbor, MI 48109",197.4987094111,4,1,False,,,,,,,,,,,,,,,,,,,,,,,2,
chipotle-mexican-grill-ann-arbor-2,Chipotle Mexican Grill,"['mexican', 'hotdogs']",42.2381058,-83.7442627,MI,"500 S State St, Ann Arbor, MI 48109",3792.5173041275,3,20,False,No,No,Yes,Yes,,Lunch,,Yes,Yes,Yes,Yes,Casual,,Loud,No,Yes,No,No,,No,Yes,No,1,
subway-ann-arbor-13,Subway,"['sandwiches', 'hotdogs']",42.2705526616,-83.7408003352,MI,"500 S State St, Ann Arbor, MI 48109",633.516218884,4,1,False,No,No,Yes,Yes,,,,,Yes,Yes,No,Casual,,,No,No,,,,No,,,1,
moes-southwest-grill-ann-arbor,Moe's Southwest Grill,"['tex-mex', 'mexican']",42.245121,-83.7583694,MI,"500 S State St, Ann Arbor, MI 48109",3734.0579484732,3,44,False,No,Yes,Yes,Yes,,Lunch,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,No,,Yes,,No,Yes,,1,
marks-midtown-coney-island-ann-arbor,Mark's Midtown Coney Island,['tradamerican'],42.2335739,-83.7392731,MI,"500 S State St, Ann Arbor, MI 48109",4748.7421081496,4,21,False,No,No,Yes,Yes,,Breakfast,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,,Yes,No,,1,
noodles-and-company-ann-arbor,Noodles & Company,"['comfortfood', 'italian', 'asianfusion']",42.2556534,-83.6884995,MI,"500 S State St, Ann Arbor, MI 48109",4916.3513629797,3.5,45,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,No,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,,No,Yes,,1,
mercys-at-the-bell-tower-ann-arbor,Mercy's at the Bell Tower,"['asianfusion', 'french']",42.2792511,-83.7399368,MI,"500 S State St, Ann Arbor, MI 48109",356.7612985239,3,33,False,Yes,No,Yes,Yes,,Dinner,"Valet, Street",,No,No,Yes,Casual,"Intimate, Romantic",Average,Full Bar,Yes,,No,,Yes,Yes,,2,
dads-dogs-ann-arbor,Dad's Dogs,['hotdog'],42.2778282,-83.7419662,MI,"500 S State St, Ann Arbor, MI 48109",2470.5682112621,5,1,False,No,No,Yes,No,,,"Garage, Street",,Yes,Yes,Yes,Casual,,,No,,,,,No,,,1,
backroom-pizza-ann-arbor,Backroom Pizza,['pizza'],42.274696,-83.734344,MI,"500 S State St, Ann Arbor, MI 48109",573.0592667112,3.5,38,False,No,No,Yes,Yes,,Late Night,,,Yes,Yes,Yes,Casual,,,No,Yes,No,No,,No,,,1,
bewon-ann-arbor-2,Bewon,['korean'],42.3052176,-83.6920978,MI,"500 S State St, Ann Arbor, MI 48109",5174.0068696651,4,56,False,Yes,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,No,,2,
applebees-ann-arbor,Applebee's,"['tradamerican', 'sportsbars', 'burgers']",42.2470627,-83.7600403,MI,"500 S State St, Ann Arbor, MI 48109",3591.8198216558,3,23,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,,Average,Full Bar,No,No,Yes,,Yes,No,No,2,
jersey-mikes-subs-ann-arbor-2,Jersey Mike's Subs,"['hotdogs', 'delis', 'sandwiches']",42.2807704657,-83.7816511095,MI,"500 S State St, Ann Arbor, MI 48109",3440.3297504306,3.5,5,False,No,No,Yes,Yes,,,,No,,Yes,No,Casual,,Quiet,No,No,,Yes,,No,Yes,No,1,
marketplace-dining-hall-ann-arbor,Marketplace Dining Hall,"['diyfood', 'tradamerican', 'internetcafe']",42.2802809626,-83.7311424315,MI,"500 S State St, Ann Arbor, MI 48109",941.1014942791,2.5,2,False,,,No,,,,,,,,Yes,,,Loud,,,Free,,,,,,2,
outback-steakhouse-ann-arbor,Outback Steakhouse,['steak'],42.2405014,-83.7704163,MI,"500 S State St, Ann Arbor, MI 48109",4547.1304910212,3,35,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,No,,2,
chipotle-mexican-grill-ann-arbor-4,Chipotle Mexican Grill,"['mexican', 'hotdogs']",42.255413,-83.693314,MI,"500 S State St, Ann Arbor, MI 48109",4550.8379108523,3,45,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,,No,No,No,1,
achilles-restaurant-ann-arbor,Achilles Restaurant,"['diners', 'greek', 'mediterranean']",42.245224,-83.6986694,MI,"500 S State St, Ann Arbor, MI 48109",4907.2813483408,4,12,False,No,No,Yes,Yes,,Lunch,Private Lot,,Yes,Yes,No,Casual,,,No,No,,No,,Yes,,,1,
five-guys-burgers-and-fries-ann-arbor-4,Five Guys Burgers and Fries,"['burgers', 'hotdogs']",42.2558479309,-83.6879348755,MI,"500 S State St, Ann Arbor, MI 48109",4942.7834040374,4,17,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Loud,No,No,No,No,,No,Yes,No,2,
subway-ann-arbor-4,Subway,"['sandwiches', 'hotdogs']",42.2708147717,-83.7406284779,MI,"500 S State St, Ann Arbor, MI 48109",605.5838612503,1,1,False,,,,,,,,,,,,,,,,,,,,,,,,
cottage-inn-pizza-ann-arbor-7,Cottage Inn Pizza,"['pizza', 'italian']",42.2761612,-83.7786484,MI,"500 S State St, Ann Arbor, MI 48109",3072.5200122349,3,9,False,No,Yes,Yes,Yes,,,Private Lot,No,,Yes,No,Casual,Casual,Very Loud,No,No,No,Yes,,No,Yes,,1,
